act	1	action:13, deed:11, move:5, step:4, feat:4, exploit:3, display:2, behavior:2, performance:2, undertaking:2, reenactment:1, practice:1, operation:1, function:1, demonstration:1, performed behavior:1, performed act:1, route:1, procedure:1
act	2	law:6, bill:5, statute:4, deed:3, behavior:1, resolution:1, agreement:1, action:1, legislative act:1, measure:1, decree:1, edict:1, legislation:1, piece of legislation:1, clause:1
act	3	routine:39, group:28, performer:21, show:21, performance:20, performance group:19, number:16, bit:16, stage act:11, stage show:8, skit:5, artist:4, part:2, band:2, scene:2, piece:2, musical group:1, drama division:1, show number:1, performer group:1, stage skit:1, script section:1, stage group:1, music group:1, entertainment:1, chapter:1, troupe:1, musical act:1
act	4	part:8, chapter:7, drama division:7, scene:6, performance:6, scripted section:5, piece:5, show:4, bit:3, script section:2, routine:1
addition	1	along with:2, expansion:2, extension:2, also:2, totalization:1, additive:1, accession:1, extra:1, summation:1
addition	2	extension:4, supplement:4, enlargement:4, inclusion:3, addendum:2, expansion:1, postscript:1, inhancement:1, accertion:1, added element:1, augmentation:1, adjunct:1, added detail:1, increase:1, gain:1, extra element:1, supplemental information:1
administration	1	government:11, reign:10, regime:10, tenure:7, term:7, rule:7, management:7, presidency:5, office:4, presidential office:2, supervision:2, office term:2, political office:2, oversight:1, governance:1, regimen:1, leadership:1, political reign:1, organization:1
administration	2	management:14, supervision:4, executive:3, oversight:2, rule:2, government:2, board:1, department:1, directorship:1, director:1, authority:1, supervisory:1, office:1, supervisor:1, office administration:1, operation:1, direction:1
adult	1	grownup:16, mature person:6, grown person:5, grown-up:4, mature individual:4, grown up:3, person over age 18:1, adult of a species:1, grown individual:1, mature specimen:1, fully grown person:1, senior folk:1
adult	2	mature:5, full-grown:4, mature specimen:4, grownup:3, full grown:3, adj:2, fully grown:2, developed specimen:2, fully mature.:1, full grown.:1, adult atage:1, full-grown specimen:1
advance	1	beforehand:4, ahead of time:2, prematurely:1
advance	2	progression:3, approach:3, progress:3, forward progress:2, incursion:2, forward movement:2, making inroads:1, advancement:1, invasion:1, encroachment:1
advance	3	development:38, progress:37, improvement:33, innovation:30, advancement:9, breakthrough:9, progression:9, headway:8, gain:3, discovery:2, move forward:2, step ahead:1, technological leap:1, growth:1, leap ahead:1, offer:1, overture:1, step forward:1, approach:1, increased knowledge:1, upgrade:1, achievement:1, modernization:1, betterment:1, forward movement:1, furtherance:1, enrichment:1, initiated gesture:1, movement:1, leap:1, offering:1
advance	4	overture:4, romantic gesture:2, flirtation:2, initiated flirtation:2
advantage	1	benefit:58, edge:13, reward:12, superiority:6, gain:6, favorable quality:5, competitive edge:4, asset:4, pros:3, favorable condition:3, plus:3, pro:3, positive:3, favorable circumstance:2, improvement:2, convenience:2, lead:1, position:1, favor:1, return:1, leeway:1, boon:1, favorable attribute:1, use of:1, favorable element:1, good point:1, blessing:1, supremacy:1, better position:1, comparative benefit:1, help:1, recognition:1, exploit:1, aid:1, for benefit:1, comfort:1, take advantage:1, assistance:1, power:1, up side:1
advantage	2	benefit:3, exploit:2, take advantage:2, avail:1, assist:1, aid:1, leverage:1, use for gain:1, exploit for gain:1
advertising	1	promotion:28, marketing:18, publicizing:3, sale:2, public notice:2, promotional:2, promotional material:2, publicising:1, marketting:1, propaganda:1, promotions:1, campaign:1, publicity:1, commercial promotions:1, promoting:1, commercial prop:1, commerical promotion:1, marketing material:1, sales promotion:1, marketing effort:1, commercial promotion:1
advertising	2	promotion:2, ad:1, commercial piece:1, promotional notice:1, campaign:1
agency	1	organization:16, department:6, bureau:6, firm:5, representative:4, group:4, institution:3, company:3, business:3, association:3, establishment:2, federal group:2, division:2, team:1, commercial organization:1, branch:1, administrative division:1, agreement:1, mediator:1, commercial group:1, portion:1, broker:1, fiduciary:1, affiliate organization:1, official group:1
agency	3	company:4, firm:4, representative:3, organization:2, business:1, program:1, bureau:1
agent	1	representative:48, emissary:17, talent agent:12, envoy:12, proxy:9, operator:7, special agent:6, intermediary:6, spy:5, hired agent:3, promotor:3, executor:3, government man:2, principal:2, hired man:2, mover:2, broker:2, functionary:2, sports agent:2, hired party:2, un-contracted:1, channel:1, doer:1, advocate:1, person on assignment:1, untethered athlete:1, saleman:1, professional:1, employee:1, free agency:1, acting party:1, worker:1, contract representative:1, secret agent:1
agent	3	medium:25, substance:17, active substance:10, effect producer:6, material:5, chemical agent:5, matter:5, ingredient:2, channel:2, active ingredient:2, chemical:2, component:1, power:1, vehicle:1, instrument:1
agent	5	channel:2, factor:1, software tool:1, power:1, instrument:1, force:1, proxy software:1
age	1	year:9, the age of:6, chronological age:5, calendar age:4, developmental stage:2, old:2, adulthood:2, period:2, around:2, childhood:2, time:2, the year of:2, youth:2, year of age:2, aged:2, span:1, day:1, the oldness of:1, wear:1, years:1, the maturity of:1, youngster:1, maturation:1, stage:1, interim:1, time in service:1, boyhood:1, young age:1, duration:1, phase:1, length of use:1, lifetime:1, era:1, longevity:1, adolescence:1, years old:1, chronological:1, the time he was:1, the age:1, young:1
age	2	era:16, period:9, epoch:6, time:5, lifetime:2, day:1, old:1, time period:1, years:1, point in history:1, age designation:1, stage:1, present:1, generation:1, year of age:1, length of time:1, age figure:1, life:1, young:1, interval:1, lifespan:1
agreement	1	contract:71, arrangement:39, accord:39, deal:38, concurrence:30, formal understanding:21, pact:20, settlement:13, treaty:12, understanding:11, harmony:10, consensus:9, formal arrangement:8, compact:8, charter:7, unison:6, compromise:4, correspondence:2, document:2, concurring:2, transaction:2, bargain:2, concession:2, synchronicity:1, meeting of mind:1, agreed terms:1, assent:1, formal accord:1, agreeing:1, same opinion:1, written accord:1, harmonious arrangement:1, agreed upon terms:1, confirmation:1, iou:1, unified opinion:1, mutual understanding:1, consent:1, contractual arrangement:1, proposal:1, accordance:1, concurrance:1, contractual agreement:1, harmonious operation:1, matching:1, proposition:1, agreeing to:1, concord:1, conceding:1, mutual arrangement:1, promissory note:1, sync:1, mutual opinion:1, opinion:1, concurring opinion:1, acknowledgement:1, alliance:1, congruent opinion:1, comprimise:1
agreement	2	accord:29, arrangement:28, contract:27, deal:23, formal understanding:18, pact:17, charter:10, compact:6, understanding:5, treaty:4, settlement:2, peace deal:1, arrangment:1, accordance:1, allowance:1, covenant:1, commitment:1, relationship:1, correspondence:1, accommodation:1, variance:1, bond:1, agreed upon terms:1, contractd:1, equivalence:1, consensus:1
aid	1	assistance:66, help:40, support:25, subsidy:11, benevolence:10, relief:9, charity:8, material assistance:7, financial assistance:4, funding:3, monetary assistance:3, guide:3, monetary aid:2, donation:2, benefit:2, service:2, succor:2, streak:1, allowance:1, reference material:1, bar:1, federal assistance:1, foreign aid:1, useful device:1, frontier:1, resource:1, contribution:1, assist:1, backup:1, encouragement:1, alert:1, tool:1, facilitative equipment:1, federal donation:1, charitable relief:1, reimbursement:1, tuition aid:1, scratch:1, accessory:1, device:1, tools:1, instruments:1, assistive device:1, financial help:1, reinforcements:1, facilitator:1, usefulness:1, facility:1, assistance device:1, resue:1, financial support:1, band:1
aid	2	emergency treatment:4, assistance:4, medical assistance:4, medical assitance:4, medical treatment:4, first-aid:3, treatment:2, help:1, first aid:1, medical help:1, medic:1, emergency:1
aid	3	helper:1, assistance system:1, help with direction:1, facilitative equipment:1, guide:1, assistive device:1, facility:1
aircraft	1	airplane:40, plane:25, jet:17, flying machine:12, airship:8, aviation vehicle:5, flight vehicle:4, airliner:4, jet plane:2, aviation:1, individual aircraft:1, aeronautic:1, aircraft model:1, air fleet:1, plane and helicopter:1, vessel:1, helicopter:1
airport	1	airfield:39, airstrip:13, airdrome:10, hangar facility:8, commercial airport:7, hangar:6, center for transportation by air:5, landing strip:3, air strip:3, hub:1, aircraft center:1, commerical airport:1, center of transportation by air:1, domestic airport:1, runway site:1, international airport:1, plane transit station:1, air base:1
air	1	breeze:6, wind:6, draft:6, blast:5, atmosphere:4, ventilation:4, gaseous air:3, the air we breathe:2, air component element(s):1, gas(es) comprising air:1, components of air:1, air for breathing:1, oxygen:1, atmospheric air:1, air in the environment:1
air	2	sky:3, heaven:3, stratosphere:3, atmosphere:2, aeronautic:2, off the ground:1, airborne:1, airspace:1, space:1, aviation:1, air territory:1, aerial:1, reign over the air:1
air	3	circulate:2, gaseous air:2, aerate:2, aeronautic:1, oxygenate:1, circulated air:1, atmospheric air:1, ventilate:1, fan:1, cool:1, atmospheric:1
air	4	broadcast:4, television:3, the airwave:2, air waves:2, radio or tv broadcast:2, tv or radio broadcast:1, air transmit:1, live broadcast:1, the radio:1, live:1, airwave:1, air wave:1
album	1	record:78, recording:36, cd:32, collection:28, disc:22, lp:22, compilation:21, record album:15, anthology:11, vinyl disc:9, musical recording:8, musical collection:8, musical compilation:7, index:6, work:5, release:4, depository:4, memento:3, scrapbook:3, memory book:3, track:2, musical offering:2, notebook:2, collection of songs:2, vinyl recording:2, compact disc:2, phonograph:2, composition:1, vocal:1, records:1, portfolio:1, miscellany:1, chorus:1, folder:1, platter:1, song:1, band:1, music compilation:1, production:1, collection of work:1, music:1, piece:1, cds:1, hit:1, disk:1, set of songs:1, musical endeavor:1, tape:1, set of records:1, complilation:1, muscial offering:1, picture:1, note book:1, group:1, musical portfolio:1, troop:1, treasury:1, music release:1, recordings:1, register:1, music album:1, vinyl:1, melody:1, set of cds:1, musical work:1, session:1
alternative	1	alternate:23, substitute:19, different:10, unconventional:8, other:7, back-up:4, alternate option:4, replacement:4, optional:4, non-standard:2, option:2, another:1, different choice:1, alternate choice:1, other choice:1, not standard:1, not ordinary:1, musical style:1, exchangeable:1, alternative genre:1, secondary:1
alternative	2	choice:3, substitute:3, selection:2, option:2, different option:1
alternative	3	unconventional:4, non-standard:2, offbeat:2, unorthodox:1, different:1, alternate choice:1, other viewpoint:1, alternate view:1
amount	1	quantity:36, sum:18, volume:14, proportion:10, total:8, number:8, quanity:7, mass:6, supply:4, bulk:4, expanse:4, chunk:3, deal:2, price:2, collection:2, bundle:2, measure:2, figure:2, net:1, allowable amount:1, equal:1, monetary amount:1, total amount:1, degree:1, dosage:1, quabity:1, great deal:1, stretch:1, pile:1, tally:1, denomination:1
amount	2	add up:4, equal:3, total:2, aggregate:1, approximate:1, mean:1, sums:1, comprise:1, figure as:1
analysis	1	study:37, examination:27, investigation:21, evaluation:11, assessment:8, determination:6, scrutiny:6, dissection:4, consideration:2, test:2, interpretation:2, reasoning:2, calculation:2, inquiry:2, mathematical analysis:1, hypothesis:1, search:1, breakdown:1, theory:1, summary:1
animal	1	creature:27, mammal:11, beast:9, animal species:4, being:3, vertebrate:2, living organism:2, fauna:2, living thing:2, wildlife:2, tame creature:1, species:1, living being:1, organism:1, four-legged creature:1, prehistoric creature:1, pet:1, animal specimen:1
anime	1	cartoon:33, animation:26, japanese comic:8, japanese cartoon:5, animated cartoon:3, comic:2, illustrated comic:1, animated:1, comic book:1, japanese animation:1, illustrated story:1
answer	1	solution:19, response:12, reply:4, positive response:1, correct response:1, rejoinder:1, solution statement:1, retort:1, resolution:1, explanation:1, conclusion:1, information:1, fact:1
answer	3	response:12, reply:7, conclusion:2, explanation:1, explaination:1, solution:1, resolution:1, result:1, reaction:1
appearance	1	presentation:8, presence:7, display:7, turnout:7, show:6, debut:5, entrance:4, exhibition:4, arrival:4, showing:3, attendance:2, game appearance:2, performance:2, public appearance:1, cameo:1, emergence:1, introduction:1, participation:1, appointment:1, game:1, play:1
appearance	2	look:15, aspect:9, image:7, semblance:5, presentation:5, manifestation:4, presence:4, expression:3, air:3, physical appearance:3, demeanor:3, feature:3, aesthetic:2, facade:2, form:2, manner:2, resemblance:1, representation:1, view:1, impression:1, pretense:1, vision:1, comportment:1, poise:1, morphology:1, features:1, characteristic:1, outward appearance:1, carriage:1, picture:1, condition:1, outlook:1, outline:1
application	1	use:149, utilization:65, function:65, operation:43, implementation:40, applied use:40, practice:18, appliance:17, purpose:17, exercise:17, program:14, deployment:13, applying:12, computer application:10, administering:10, utility:10, practical use:7, application program:7, relevance:6, software tool:5, practicality:3, tool:3, employment:2, applied purpose:2, administration:2, software application:2, putting on:2, relevant use:2, request form:2, enforcement:2, applying upon:1, task:1, medicine:1, put to use:1, applicability:1, form:1, application form:1, funtion:1, computer tool:1, petition:1, medication:1, therapy:1, applied method:1, putting:1, placing on:1, application request:1, implementationa:1, treatment:1, request:1, usage:1, feature:1, web tool:1, implementing:1, claim:1, method:1
application	3	form:2, paper:2, program:2, request:2, use:1, claim:1, proposal:1
approach	1	method:23, methodology:11, strategy:10, outlook:4, strategic view:3, manner:3, means:3, way:3, procedure:2, mean:2, course:1, modus operandi:1, proposition:1, method of attack:1, style:1, plan:1, attitude:1, technique:1, tactic:1, strategic viewpoint:1, view:1
approach	2	access:5, entrance:3, gate:1, landing strip:1, passage:1, landing approach:1, landing site:1, landing:1
architect	1	designer:29, builder:18, building designer:16, structural designer:10, engineer:7, planner:7, building planner:5, creator:5, structural planner:2, design:2, creater:2, build:1, initiator:1, leader:1, designers:1, drafter:1, contractor:1, construction planner:1, draftsman:1, constructor:1, instigator:1, inspired force:1, darfters:1, draftsperson:1, originator:1
architecture	1	design:18, building design:11, building art:10, architectural style:7, construction design:6, style:6, make-up:5, structural design:4, plan:2, build:2, construction type:1, architectonics:1, engineering:1, computer architecture:1, construction:1, construction style:1, composition:1, architectural theory:1, assembly:1, planning:1, architectural design:1, structural architecture:1, building:1, building style:1, engineer:1, architectural principle:1
architecture	2	framework:11, make-up:11, configuration:11, composition:10, system design:9, engineering:6, structure:3, computer architecture:3, engineered design:3, system architecture:3, system engineering:2, design:2, programming:2, programming architecture:1, engineered system:1, computer programming:1, style:1, computer configuration:1, computer system:1
area	1	region:78, zone:29, part:27, section:27, place:26, field:26, location:22, district:22, territory:18, vicinity:16, portion:15, sector:15, space:13, locale:13, neighborhood:11, range:10, domain:9, locality:9, spot:9, regions:8, quarter:7, places:7, expanse:7, subject:6, extent:6, land:6, scope:6, size:6, locations:6, division:5, segment:5, territories:5, arena:5, category:5, site:4, topic:4, stretch:4, sphere:4, terrain:3, specialty:3, surface:3, realm:3, genre:3, geographical area:3, expertise:2, neighborhoods:2, localities:2, venue:2, matter:2, class:2, topics:2, block:2, categories:2, land area:2, system:2, city:2, turf:2, niches:2, spacial area:2, patch:2, landscape:1, mastery:1, coverage:1, breadth:1, surface area:1, proximity:1, style:1, county:1, skill:1, particular palce:1, measurement:1, art:1, hectare:1, whereabout:1, specific area:1, culture:1, style area:1, specialities:1, geometrical space:1, theme:1, program:1, property:1, environment:1, fief:1, designated area:1, gap:1, geometrical area:1, setting:1, aspect:1, dominion:1, proportion:1, band:1, parts:1, line:1, concentration:1, discipline:1, spaces:1, province:1, studu:1, craft:1, heading:1, study:1, quantity of land:1, districts:1, work:1, plot:1, dimension:1, acre:1, general area:1, expance:1, domains:1, turfs:1, neighboorhood:1, settlements:1, destination:1, concern:1, subjects:1, circle:1, establish:1, thougt:1, community:1, surroundings:1, fields:1, address:1, regional:1, environs:1, spots:1, side:1, subdivision:1, thought:1, position:1, jurisdiction:1, subfields:1, conglomeration:1, catagory:1, scene:1, enclaves:1, orbit:1, confine:1, vacinities:1, subjectmatter:1, width:1, tract of land:1, ground area:1, parcel:1, belt:1, state:1, body area:1, proficiency:1, sequence:1, category area:1
argument	1	debate:3, contention:3, quarrel:2, opinion:2, assertation:2, reason:2, defense:2, debate argument:2, claim:1, suggestion:1, dispute:1, disagreement:1
argument	2	disagreement:13, debate:5, spat:5, dispute:4, contention:3, squabble:1, altication:1, expressed contention:1, altercation:1, objection:1, difference:1, protest:1, debate point:1, disagreements:1, reason:1, discussion:1, reasoning:1, tiff:1, assertation:1, quarrel:1, demurral:1, logic statement:1, claim:1
argument	4	variable:3, statement:3, mathematical argument:2, value:2, claim:1, asking:1, conflict:1, debate:1, question:1, program line:1, data value:1, contention:1, mathematical function:1
arm	1	branch:6, extension:4, part:2, offshoot:2, segment:1, inlet:1, section:1, attached offshoot:1, block:1, canal:1, projection:1
arm	2	weapon:7, armament:4, emblem:3, weaponry:3, insignia:2, heraldic symbol:2, national symbol:2, coat of arms:2, ensign:2, heraldic insignia:1, crest:1, coat:1, shield:1, firearm:1
arm	3	limb:6, upper limb:5, forearm:4, hand:3, hand/shoulder connector:1, appendage:1, upper extremity:1, pitch:1, upper arm:1, elbow:1
arm	4	insignia:12, heraldic symbol:10, emblem:10, crest:9, ensign:8, weapon:8, ancestral emblem:7, family crest:5, symbol:3, armament:2, coat of arms:2, bumerker:1, family emblem:1, armorial bearings:1, ancestral insignia:1, armorial achievement:1
army	1	troop:31, armed force:21, force:21, militia:9, corp:9, brigade:9, guard:8, battalion:7, squad:6, military unit:3, military:3, national troop:3, throng:2, military branch:2, patrol:2, group:1, corps:1, squadrum:1, regiment:1, clan:1, unit:1, tribe:1, soldier force:1, company:1, national army:1, bridage:1, legion:1, soldier:1
arrival	1	coming:29, landing:22, appearance:12, entrance:10, onset:8, advent:5, arriving:4, entry:3, reaching a destination:2, institution:1, influx:1, arriving at destination:1, introduction:1, settling:1, passenger arrival:1, incoming traffic:1, coming into port:1, incoming:1, descent:1, placing:1, visitor:1, enter:1, comer:1, discovery:1, addition:1, appearing on the scene:1, appearing:1
arrival	2	arriving person:2, entrant:2, newcomer:2, visitor:2, immigrant:1, new-comer:1, generation:1, person who arrives:1, successor:1, addition:1, guest:1, comers:1
arrival	3	appearance:8, entrance:7, coming:5, beginning:4, advent:3, start:3, influx:2, birth:1, landing:1, emergence:1
article	1	piece:24, item:23, essay:14, report:12, account:10, journal article:7, story:5, object:4, treatise:4, document:3, composition:2, unit:2, exposition:1, reportage:1, journal essay:1, spread:1, feature:1, journal story:1, media account:1, piece of writing:1
article	2	clause:4, chapter:3, statute:3, document chapter:3, constitutional section:2, constitution section:1, section of document:1, paragraph:1, passage:1, document:1, essay:1
article	3	piece:1, indicator of quantity:1, object:1, specifier:1, unit:1, item:1
artist	1	artisan:27, expert:24, craftsperson:23, performer:23, artiste:16, creator:15, painter:14, creative artist:11, musician:9, visual artist:8, singer:7, art practitioner:6, sculptor:5, recording artist:4, craftsman:4, practitioner:3, whiz:3, vocalist:3, sketcher:2, creator of art:2, songster:2, song artist:2, art master:2, creative person:2, musical artist:2, actor:2, specialist:1, virtuoso:1, practioner of art:1, designer:1, graphic artist:1, professional:1, arts practioner:1, entertainer:1, master:1, composer:1
art	1	artistry:19, craft:16, mastery:16, method:8, trade:8, fine art:7, knowledge:5, creative art:4, academic discipline:3, creative expression:3, design:2, artisanship:2, modern art:2, field of study:2, artistic expression:2, field of art:2, academic field:2, academic art:2, pop art:1, classic art:1, work of art:1, cultural art:1, art mode:1, creative:1, artistic mode:1, creativity:1, artwork:1, artistic style:1, art creation:1, arts field of study:1, arts discipline:1, traditional art:1, created art:1, the field of art:1, culinary art:1, inventiveness:1, technique:1, skill:1, art work:1, mode of art:1, craftsmanship:1, creative style:1, expertise:1, academic subject of art:1, visual art:1
art	2	design:27, artistry:22, method:18, craftmanship:17, model:10, mastery:7, craft:6, artwork:6, creative art:6, style of art:5, fine art:5, artistic expression:4, artistic style:4, traditional art:4, expressive mode:3, exhibit of art:3, modern art:2, art mode:2, art discipline:2, illustration:2, the subject of art:2, creative mode:2, art work:2, art technique:2, creative expression:2, manner of expression:2, created work:2, cultural art:1, artistic work:1, representative work:1, creative art discipline:1, metallurgic art:1, creativity:1, the discipline of art:1, design element:1, trade:1, arts discipline:1, arts field of study:1, field of art:1, art period:1, pop art:1, artistic merit:1, expression:1, arts disciplines:1, independent:1, arts academic field:1, artisans:1, art industry:1, created art piece:1, portrayal:1, mode of art:1, hand-made expressive work:1, visual art form:1, stage art:1, academic art:1, visual art:1, arthouse:1, performance:1, art example:1, creative output:1, created art:1, beautiful art:1, piece of art:1, subject of art:1, performing art:1
assault	1	attack:68, battery:7, violence:7, offensive:6, aggression:5, violation:5, onslaught:5, beating:4, criminal assault:3, brutalisation:3, strike:3, bodily attack:3, personal violence:3, blitz:2, battle:2, storm:2, abuse:2, combat:2, charge:1, assailing:1, aggressive action:1, violent:1, offence:1, brawl:1, siege:1, mugging:1, conflist:1, crime:1, hostile advance:1, violent attack:1, advance:1, raid:1, afront:1, physical attack:1, military incursion:1, incursion:1
assault	2	attack:16, battery:9, bodily attack:7, violence:6, personal violence:6, personal attack:6, brutality:5, beating:4, aggression:4, abuse:2, molestation:2, criminal assault:2, sexual assault:2, violation:2, strike:2, rape:1, onslaught:1, verbal attack:1, physical attack:1, launched attack:1, onset:1, act or attempt of criminal harm:1, charge:1, mugging:1
assistance	1	aid:40, help:36, support:14, backing:4, benefit:4, guidance:2, collaboration:2, benefaction:1, alliance:1, direction:1, investment:1, instruction:1, benifits:1
assistant	1	helper:21, aide:11, associate:6, subordinate:4, apprentice:4, help:3, attendant:3, aid:1, representative:1, assistant coach:1, second:1, right-hand man:1, subordinate position:1, subordinate staff:1, secondary position:1, junior:1, secondary:1
association	1	group:8, organization:4, committee:4, confederation:3, collaboration:2, connection:1, league:1, affiliation:1, board:1, club:1, affiliated group:1
association	2	affiliation:8, alliance:7, partnership:7, coalition:6, fellowship:6, group:5, connection:4, confederation:3, relation:3, link:2, in reference to:1, participation:1, conjunction:1, collaboration:1, organization:1, conference:1, committee:1
association	3	connection:2, conjunction:2, combination:1, affiliation:1, link:1, correlation:1
association	4	conjunction:7, connection:6, link:4, affiliation:2, mental connection:1, along with:1, relationship:1, relation:1, comparison:1, reference:1, identification:1
attack	1	assault:32, strike:17, barrage:11, advance:10, blitz:9, charge:7, offense:7, onslaught:5, incursion:3, aggression:3, attack mode:2, attacking:2, combat:2, act of aggression:2, siege:2, fighting:1, battle strike:1, encounter:1, fight:1, violence:1, seige:1, raid:1, offensive:1, strike method:1, fight-mode:1, force:1, hit:1, assauly:1
attempt	1	effort:37, endeavor:31, try:27, bid:7, tried attempt:5, pursuit:4, undertaking:4, struggle:3, venture:2, striving:1, essay:1, trying:1, struggling:1, trial:1, stab:1
attention	1	notice:20, interest:17, focus:12, recognition:10, awareness:9, consideration:8, concentration:7, intentness:6, spotlight:4, mind:4, heed:4, intent:3, study:2, thought:2, observation:2, audience interest:1, diligence:1, treatment:1, acclaim:1, regard:1, noteworthiness:1, care:1, cognizance:1, thoughtfulness:1, exposure:1, attention paid:1
audience	1	crowd:21, spectator:20, viewer:15, fan:13, gather:7, follower:6, follow:4, onlooker:3, market:3, viewership:3, clientele:2, assembly:2, public:2, readership:2, attending crowd:2, listening audience:2, listener:2, attending viewer:2, viewing audience:1, market demographic:1, supporter:1, attending audience:1, following:1, market share:1, program audience:1, theater audience:1, consumer:1, viewing public:1, group of viewers:1, group of spectators:1, specatator:1, patron:1, viewing demographic:1
audio	1	sound:24, auditory:6, soundwave:3, e.g.:3, stereo:3, radio:2, acoustic:2, music:1, vocalized:1, sound equipment:1, soundtrack:1, wireless:1
